146,151,72,72
139,151,72,72
140,152,72,72
138,152,72,72
135,153,72,72
135,152,72,72
134,153,72,72
136,152,72,72
134,151,72,72
135,151,72,72
138,150,72,72
142,150,72,72
144,151,72,72
148,151,72,72
151,151,72,72
153,150,72,72
155,151,72,72
159,151,72,72
162,151,72,72
164,150,72,72
166,151,72,72
166,152,72,72
166,152,72,72
167,152,72,72
167,151,72,72
165,151,72,72
166,151,72,72
162,149,72,72
161,148,72,72
155,148,72,72
152,149,72,72
149,148,72,72
148,147,72,72
147,147,72,72
146,146,72,72
145,146,72,72
146,146,72,72
148,145,72,72
150,145,72,72
152,145,72,72
155,146,72,72
158,149,72,72
161,148,72,72
162,148,72,72
162,147,72,72
161,147,72,72
162,147,72,72
158,146,72,72
156,146,72,72
154,145,72,72
151,145,72,72
149,144,72,72
146,145,72,72
144,144,72,72
144,143,72,72
143,142,72,72
141,141,72,72
138,142,72,72
140,140,72,72
136,142,72,72
141,141,72,72
140,141,72,72
142,140,72,72
144,140,72,72
144,141,72,72
147,141,72,72
146,143,72,72
150,141,72,72
152,141,72,72
153,142,72,72
154,141,72,72
156,142,72,72
154,141,72,72
154,142,72,72
152,142,72,72
154,143,72,72
151,142,72,72
148,142,72,72
147,143,72,72
144,141,72,72
143,141,72,72
140,142,72,72
141,143,72,72
140,142,72,72
138,142,72,72
137,143,72,72
138,142,72,72
138,141,72,72
138,143,72,72
139,142,72,72
139,142,72,72
138,142,72,72
136,141,72,72
137,141,72,72
137,140,72,72
137,141,72,72
137,140,72,72
137,141,72,72
138,140,72,72
138,141,72,72
138,141,72,72
136,141,72,72
136,140,72,72
136,142,72,72
137,139,72,72
137,139,72,72
138,140,72,72
136,140,72,72
137,140,72,72
138,139,72,72
137,139,72,72
138,139,72,72
138,140,72,72
137,138,72,72
136,141,72,72
137,139,72,72
134,142,72,72
137,142,72,72
134,140,72,72
136,140,72,72
138,139,72,72
136,140,72,72
136,141,72,72
136,141,72,72
136,141,72,72
137,140,72,72
135,140,72,72
136,140,72,72
136,140,72,72
135,141,72,72
137,141,72,72
136,140,72,72
135,142,72,72
136,141,72,72
134,140,72,72
136,139,72,72
136,141,72,72
132,141,72,72
135,139,72,72
135,140,72,72
135,140,72,72
136,141,72,72
136,141,72,72
134,140,72,72
133,141,72,72
134,142,72,72
136,141,72,72
132,142,72,72
135,140,72,72
136,143,72,72
134,143,72,72
134,140,72,72
136,141,72,72
139,141,72,72
137,144,72,72
137,142,72,72
137,142,72,72
136,143,72,72
134,143,72,72
137,144,72,72
138,142,72,72
139,142,72,72
140,142,72,72
139,142,72,72
140,142,72,72
141,143,72,72
141,143,72,72
143,142,72,72
144,142,72,72
142,143,72,72
145,142,72,72
146,142,72,72
148,142,72,72
149,142,72,72
151,144,72,72
153,143,72,72
155,142,72,72
156,143,72,72
156,143,72,72
159,143,72,72
159,143,72,72
160,144,72,72
161,144,72,72
160,144,72,72
162,144,72,72
161,143,72,72
161,143,72,72
160,144,72,72
160,143,72,72
160,145,72,72
159,143,72,72
159,145,72,72
159,144,72,72
157,144,72,72
156,146,72,72
154,145,72,72
152,144,72,72
151,144,72,72
148,144,72,72
150,144,72,72
149,146,72,72
150,145,72,72
146,144,72,72
147,145,72,72
148,144,72,72
147,145,72,72
150,144,72,72
148,144,72,72
151,144,72,72
153,145,72,72
151,145,72,72
152,144,72,72
155,145,72,72
152,143,72,72
152,144,72,72
152,143,72,72
152,143,72,72
153,143,72,72
152,143,72,72
150,143,72,72
151,144,72,72
153,144,72,72
155,144,72,72
154,142,72,72
151,142,72,72
153,142,72,72
152,144,72,72
148,143,72,72
149,142,72,72
149,142,72,72
151,142,72,72
149,145,72,72
151,147,72,72
150,141,72,72
148,142,72,72
145,142,72,72
148,145,72,72
146,142,72,72
146,143,72,72
144,142,72,72
146,142,72,72
147,141,72,72
146,142,72,72
145,141,72,72
146,141,72,72
144,139,72,72
142,141,72,72
141,141,72,72
141,141,72,72
141,140,72,72
140,140,72,72
139,140,72,72
140,141,72,72
146,147,72,72
139,139,72,72
139,139,72,72
138,139,72,72
137,139,72,72
138,138,72,72
138,140,72,72
139,140,72,72
139,139,72,72
138,140,72,72
138,139,72,72
137,139,72,72
137,139,72,72
138,139,72,72
136,139,72,72
137,140,72,72
138,140,72,72
139,138,72,72
137,140,72,72
139,140,72,72
139,138,72,72
139,139,72,72
137,139,72,72
135,140,72,72
138,140,72,72
135,140,72,72
136,141,72,72
137,142,72,72
137,140,72,72
137,140,72,72
136,141,72,72
135,141,72,72
135,143,72,72
136,141,72,72
137,144,72,72
139,142,72,72
140,143,72,72
138,143,72,72
141,141,72,72
147,143,72,72
145,143,72,72
148,143,72,72
148,141,72,72
152,143,72,72
153,143,72,72
155,144,72,72
156,144,72,72
158,143,72,72
158,143,72,72
158,144,72,72
160,144,72,72
159,146,72,72
159,146,72,72
159,145,72,72
161,147,72,72
162,145,72,72
158,146,72,72
159,145,72,72
160,145,72,72
157,146,72,72
157,146,72,72
156,145,72,72
150,146,72,72
151,146,72,72
150,145,72,72
150,145,72,72
148,145,72,72
149,146,72,72
148,145,72,72
151,144,72,72
152,146,72,72
154,146,72,72
153,146,72,72
153,147,72,72
154,146,72,72
153,148,72,72
155,147,72,72
153,148,72,72
154,148,72,72
152,148,72,72
152,148,72,72
154,148,72,72
154,149,72,72
155,148,72,72
157,148,72,72
157,149,72,72
159,149,72,72
160,148,72,72
159,149,72,72
160,149,72,72
160,147,72,72
161,149,72,72
161,148,72,72
160,149,72,72
160,149,72,72
158,149,72,72
157,149,72,72
153,149,72,72
150,150,72,72
147,148,72,72
147,147,72,72
144,147,72,72
144,148,72,72
143,148,72,72
145,148,72,72
144,147,72,72
144,147,72,72
146,148,72,72
145,149,72,72
144,149,72,72
151,150,72,72
151,149,72,72
151,151,72,72
153,150,72,72
156,152,72,72
160,153,72,72
161,150,72,72
163,153,72,72
